Date        Box_A     Box_B     Box_C     EMI(=Box_A-0.5*Box_B-0.5*Box_C)
2015:6:16:0 1.05337 1.54548 0.309767 0.125747
2015:7:16:0 1.15299 1.85759 0.0533658 0.197512
2015:8:16:0 1.24553 1.78187 -0.0308003 0.369999
2015:9:16:0 1.3281 2.07181 0.239199 0.172594
2015:10:16:0 1.29797 2.04969 0.073508 0.236374
2015:11:16:0 1.5747 1.91104 0.181717 0.528316
2015:12:16:0 1.43587 1.96684 0.191684 0.356604
2016:1:16:0 1.35317 1.93949 0.359174 0.203836
2016:2:16:0 1.21345 1.29245 0.340188 0.39713
2016:3:16:0 1.10696 1.33177 0.534124 0.174012
2016:4:16:0 0.946669 0.771171 0.558424 0.281871
2016:5:16:0 0.743462 0.713947 0.704466 0.0342556
2016:6:16:0 0.657064 0.74656 0.875463 -0.153947
2016:7:16:0 0.504312 0.408206 0.907014 -0.153298
2016:8:16:0 0.319657 0.271113 0.909999 -0.270899
2016:9:16:0 0.22821 0.551448 0.964877 -0.529953
2016:10:16:0 0.0237884 0.300736 0.938989 -0.596074
2016:11:16:0 0.0603844 0.373182 0.816399 -0.534406
2016:12:16:0 0.139102 0.28387 0.712752 -0.359209
2017:1:16:0 0.184101 0.630256 0.760281 -0.511167
2017:2:16:0 0.225738 1.08091 0.532102 -0.580767
